,open,high,low,close,adj close,volume,prev_diff,close_50_sma,10_day_volatility,sm_open,sm_high,sm_low,sm_close,sm_adj_close,sm_volume,sm_prev_diff,sm_close_50_sma,sm_10_day_volatility
2010-04-14,35.040001,35.115715,34.867142,35.098572,31.463541,101019100.0,0.465714,32.34462849,0.270443849046,1198.689941,1210.650024,1198.689941,1210.650024,1210.650024,5760040000.0,13.349975,1158.70078731,7.42292492234
2010-04-15,35.111427,35.575714,35.072857,35.560001,31.877174,94196200.0,0.461429,32.48251423,0.381319995393,1210.77002,1213.920044,1208.5,1211.670044,1211.670044,5995330000.0,1.02002,1160.82938839,8.85257134315
2010-04-16,35.509998,35.877144,34.935715,35.342857,31.682522,187636400.0,-0.217144,32.61222851,0.403714815778,1210.170044,1210.170044,1186.77002,1192.130005,1192.130005,8108470000.0,-19.540039,1162.61318967,8.6895764852
2010-04-17,35.4366656667,35.7223816667,34.8033333333,35.327143,31.6684343333,172334633.333,-0.015714,32.73414281,0.413587467008,1204.13338233,1206.07002767,1185.74003133,1193.92667667,1193.92667667,7604893333.33,1.796672,1164.4019234,7.46484888314
2010-04-18,35.3633333333,35.5676193333,34.6709516667,35.311429,31.6543466667,157032866.667,-0.015714,32.8515809167,0.384736159923,1198.09672067,1201.97001133,1184.71004267,1195.72334833,1195.72334833,7101316666.67,1.796672,1166.15179076,6.57000867378
2010-04-19,35.290001,35.412857,34.53857,35.295715,31.640259,141731100.0,-0.015714,32.96454283,0.369273259515,1192.060059,1197.869995,1183.680054,1197.52002,1197.52002,6597740000.0,1.796672,1167.86279175,6.44793177597
2010-04-20,35.505714,35.607143,34.708572,34.941429,31.322668,184581600.0,-0.354286,33.06625711,0.337435787553,1199.040039,1208.579956,1199.040039,1207.170044,1207.170044,5316590000.0,9.650024,1169.69199341,6.79358706019
2010-04-21,36.971428,37.17857,36.532856,37.031429,33.196217,245597800.0,2.09,33.21017141,0.644373940852,1207.160034,1210.98999,1198.849976,1205.939941,1205.939941,5724310000.0,-1.230103,1171.44459105,6.8702659165
2010-04-22,36.89143,38.107143,36.599998,38.067142,34.124657,198356200.0,1.035713,33.37342855,1.00186265,1202.52002,1210.27002,1190.189941,1208.670044,1208.670044,6035780000.0,2.730103,1173.24219115,7.06524651387
2010-04-23,38.284286,38.882858,38.142857,38.689999,34.683006,199238900.0,0.622857,33.54519995,1.28491881613,1207.869995,1217.280029,1205.099976,1217.280029,1217.280029,5326060000.0,8.609985,1175.12839231,8.17220220847
2010-04-24,38.469524,38.8961903333,38.1995243333,38.626666,34.6262333333,172748333.333,-0.063333,33.69216183,1.44507712681,1210.93664533,1218.12003567,1207.089966,1215.53670233,1215.53670233,5433293333.33,-1.743327,1176.66512734,8.68141030081
2010-04-25,38.654762,38.9095226667,38.2561916667,38.563333,34.5694606667,146257766.667,-0.063333,33.83773325,1.54397133743,1214.00329567,1218.96004233,1209.079956,1213.79337567,1213.79337567,5540526666.67,-1.743327,1178.16832884,8.87656786569
